index,time,exposure_time,mcode,product_code,product_name,category,price,salesAMT,time_month,time_day,time_hour,time_min,day_of_the_week,day_of_year,quater,season,sales,FP,UFP,discomfort_index,p_div,pgr1,pgr2,pgr3,pgr1_ratio,pgr2_ratio,pgr3_ratio
35916,2019-12-08 10:20,60,100372,201182,(퀸+퀸)일월 품안애 온수매트,necessaries,248000,68070000,12,8,10,20,6,342,4,3,274.4758065,61.68,45.28,35.681659,3,5349000,22284000,40437000,0.078580873,0.327368885,0.594050242
35917,2019-12-08 10:20,60,100372,201180,(퀸+싱글)일월 품안애 온수매트,necessaries,218000,55259000,12,8,10,20,6,342,4,3,253.4816514,61.68,45.28,35.681659,3,5526000,22315000,27418000,0.10000181,0.403825621,0.496172569
35918,2019-12-08 10:20,60,100372,201169,(싱글+싱글)일월 품안애 온수매트,necessaries,198000,36603000,12,8,10,20,6,342,4,3,184.8636364,61.68,45.28,35.681659,3,2745000,12713000,21145000,0.074993853,0.347321258,0.577684889
35919,2019-12-08 10:20,60,100372,201187,(킹사이즈)일월 품안애 온수매트,necessaries,168000,19910000,12,8,10,20,6,342,4,3,118.5119048,61.68,45.28,35.681659,3,4260000,7907000,7743000,0.213962833,0.397137117,0.38890005
35920,2019-12-08 10:20,60,100372,201184,(퀸사이즈)일월 품안애 온수매트,necessaries,148000,19608000,12,8,10,20,6,342,4,3,132.4864865,61.68,45.28,35.681659,3,3775000,6400000,9433000,0.19252346,0.326397389,0.481079151
35921,2019-12-08 10:20,60,100372,201172,(싱글사이즈)일월 품안애 온수매트,necessaries,118000,18896000,12,8,10,20,6,342,4,3,160.1355932,61.68,45.28,35.681659,3,2965000,8042000,7889000,0.156911516,0.425592718,0.417495766
35934,2019-12-08 11:20,60,100074,200199,비버리힐스폴로클럽 남성기초세트(골드+콜라겐),beauty,39800,180607000,12,8,11,20,6,342,4,3,4537.864322,68.24,51.8,35.681659,3,34822000,59998000,85787000,0.192805373,0.332201963,0.474992664
35937,2019-12-08 12:20,60,100271,200897,헤스티지 엘레나 라쿤양가죽 콤비 롱코트,clothes,299000,156495000,12,8,12,20,6,342,4,3,523.3946488,67.44,50.48,35.681659,3,33697000,36223000,86575000,0.215323173,0.231464264,0.553212563
35940,2019-12-08 13:20,60,100046,200125,고칼슘검은콩두유48팩+호두아몬드 두유48팩,food,30900,210259000,12,8,13,20,6,342,4,3,6804.498382,67.24,51.28,35.681659,6,18004000,30857000,40759000,0.085627726,0.146757095,0.193851393
35946,2019-12-08 14:20,60,100610,201883,푸마 스트레치 심리스 드로즈 11종,underwear,89000,118319000,12,8,14,20,6,342,4,3,1329.426966,60.6,43.64,35.681659,3,24115000,48105000,46099000,0.20381342,0.406570373,0.389616207
35947,2019-12-08 14:20,60,100610,201884,푸마 시그니처 코튼 트렁크 9종,underwear,89000,21855000,12,8,14,20,6,342,4,3,245.5617978,60.6,43.64,35.681659,3,3279000,10537000,8039000,0.150034317,0.482132235,0.367833448
35948,2019-12-08 14:20,60,100610,201906,푸마 코튼 언더탑 9종,underwear,89000,7438000,12,8,14,20,6,342,4,3,83.57303371,60.6,43.64,35.681659,3,1484000,1147000,4807000,0.199515999,0.15420812,0.646275881
35955,2019-12-08 15:20,60,100248,200829,[K-SWISS] 19 F/W 남성 패딩 트랙수트 2종,clothes,59900,154293000,12,8,15,20,6,342,4,3,2575.843072,54.04,40.32,35.681659,3,49277000,49377000,55639000,0.319372881,0.320020999,0.36060612
35956,2019-12-08 15:20,60,100248,200831,[K-SWISS] 19 F/W 여성 패딩 트랙수트 2종,clothes,59900,78074000,12,8,15,20,6,342,4,3,1303.405676,54.04,40.32,35.681659,3,27167000,21115000,29792000,0.347964751,0.270448549,0.3815867
35961,2019-12-08 16:20,43.45,100317,201004,국내산 손질 햇 갑오징어 9팩,food,49900,194175000,12,8,16,20,6,342,4,3,3891.282565,45.96,33.56,35.681659,3,61503000,101874000,30798000,0.316740054,0.524650444,0.158609502
35964,2019-12-08 17:20,60,100372,201182,(퀸+퀸)일월 품안애 온수매트,necessaries,248000,49368000,12,8,17,20,6,342,4,3,199.0645161,38.4,29.28,35.681659,3,7085000,14918000,27365000,0.143514017,0.30217955,0.554306433
35965,2019-12-08 17:20,60,100372,201180,(퀸+싱글)일월 품안애 온수매트,necessaries,218000,37931000,12,8,17,20,6,342,4,3,173.9954128,38.4,29.28,35.681659,3,3187000,12577000,22167000,0.084020985,0.331575756,0.584403259
35966,2019-12-08 17:20,60,100372,201169,(싱글+싱글)일월 품안애 온수매트,necessaries,198000,28940000,12,8,17,20,6,342,4,3,146.1616162,38.4,29.28,35.681659,3,1381000,13216000,14343000,0.047719419,0.45666897,0.49561161
35967,2019-12-08 17:20,60,100372,201187,(킹사이즈)일월 품안애 온수매트,necessaries,168000,12267000,12,8,17,20,6,342,4,3,73.01785714,38.4,29.28,35.681659,3,2459000,4297000,5511000,0.200456509,0.350289394,0.449254096
35968,2019-12-08 17:20,60,100372,201184,(퀸사이즈)일월 품안애 온수매트,necessaries,148000,16512000,12,8,17,20,6,342,4,3,111.5675676,38.4,29.28,35.681659,3,1620000,6958000,7934000,0.098110465,0.421390504,0.480499031
35969,2019-12-08 17:20,60,100372,201172,(싱글사이즈)일월 품안애 온수매트,necessaries,118000,14837000,12,8,17,20,6,342,4,3,125.7372881,38.4,29.28,35.681659,3,1753000,4231000,8853000,0.11815057,0.285165465,0.596683966
35985,2019-12-08 19:20,80,100501,201516,무이자 국내제조 노비타 뉴스파 비데  무료설치,necessaries,239000,72936000,12,8,19,20,6,342,4,3,305.1715481,36.2,26.32,35.681659,4,9704000,16912000,18566000,0.133048152,0.23187452,0.254551936
35986,2019-12-08 19:20,80,100501,201518,일시불 국내제조 노비타 뉴스파 비데 무료설치,necessaries,219000,166342000,12,8,19,20,6,342,4,3,759.5525114,36.2,26.32,35.681659,4,18705000,41640000,55604000,0.112449051,0.250327638,0.334275168
35987,2019-12-08 19:20,80,100501,201515,무이자 1+1 국내제조 노비타 뉴스파 비데  무료설치,necessaries,458000,22123000,12,8,19,20,6,342,4,3,48.30349345,36.2,26.32,35.681659,4,3221000,6947000,6732000,0.145595082,0.314017086,0.304298694
35988,2019-12-08 19:20,80,100501,201517,일시불 1+1 국내제조 노비타 뉴스파 비데  무료설치,necessaries,418000,42341000,12,8,19,20,6,342,4,3,101.2942584,36.2,26.32,35.681659,4,4757000,7896000,24931000,0.112349732,0.186485912,0.588814624
36001,2019-12-08 20:40,60,100483,201460,무이자 클란츠 멀티쿡,kitchen,64800,62672000,12,8,20,40,6,342,4,3,967.1604938,38.88,28.8,35.681659,3,11052000,24856000,26764000,0.176346694,0.396604544,0.427048762
36002,2019-12-08 20:40,60,100483,201461,일시불 클란츠 멀티쿡,kitchen,60800,92781000,12,8,20,40,6,342,4,3,1526.003289,38.88,28.8,35.681659,3,17176000,28355000,47250000,0.185124109,0.30561214,0.50926375
36007,2019-12-08 21:40,60,100074,200199,비버리힐스폴로클럽 남성기초세트(골드+콜라겐),beauty,39800,158521000,12,8,21,40,6,342,4,3,3982.939698,43.68,31.84,35.681659,3,41124000,54692000,62705000,0.259423042,0.345014225,0.395562733
36010,2019-12-08 22:40,60,100837,202467,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),kitchen,218000,93323000,12,8,22,40,6,342,4,3,428.087156,45.92,30.16,35.681659,3,13970000,35228000,44125000,0.149695145,0.37748465,0.472820205
36011,2019-12-08 22:40,60,100837,202480,일시불 쿠쿠전기밥솥 10인용 (QS),kitchen,208000,88222000,12,8,22,40,6,342,4,3,424.1442308,45.92,30.16,35.681659,3,12559000,36019000,39644000,0.142356782,0.408276847,0.449366371
36012,2019-12-08 22:40,60,100837,202470,무이자 쿠쿠전기밥솥 6인용(QS),kitchen,208000,22822000,12,8,22,40,6,342,4,3,109.7211538,45.92,30.16,35.681659,3,2393000,11778000,8651000,0.104854965,0.516080974,0.379064061
36013,2019-12-08 22:40,60,100837,202473,일시불  쿠쿠전기밥솥 6인용(QS),kitchen,198000,21690000,12,8,22,40,6,342,4,3,109.5454545,45.92,30.16,35.681659,3,4516000,8232000,8942000,0.208206547,0.379529737,0.412263716
36022,2019-12-08 23:40,60,100203,200703,(일)[보루네오] 피올레 천연소가죽 소파 3인용,furniture,699000,13247000,12,8,23,40,6,342,4,3,18.95135908,48.88,36.16,35.681659,3,1842000,50000,11355000,0.139050351,0.003774439,0.857175209
36023,2019-12-08 23:40,60,100203,200686,(무)[보루네오] 피올레 천연소가죽 소파 3인용,furniture,749000,12264000,12,8,23,40,6,342,4,3,16.37383178,48.88,36.16,35.681659,3,50000,50000,12164000,0.004076973,0.004076973,0.991846053
36024,2019-12-08 23:40,60,100203,200707,(일)[보루네오] 피올레 천연소가죽 소파 4인용,furniture,899000,36512000,12,8,23,40,6,342,4,3,40.61401557,48.88,36.16,35.681659,3,9746000,7323000,19443000,0.266925942,0.200564198,0.53250986
36025,2019-12-08 23:40,60,100203,200690,(무)[보루네오] 피올레 천연소가죽 소파 4인용,furniture,949000,51347000,12,8,23,40,6,342,4,3,54.10642782,48.88,36.16,35.681659,3,17969000,10289000,23089000,0.349952285,0.200381717,0.449665998
36026,2019-12-08 23:40,60,100203,200711,(일)[보루네오] 피올레 천연소가죽 소파 6인용,furniture,1199000,3383000,12,8,23,40,6,342,4,3,2.821517932,48.88,36.16,35.681659,3,50000,50000,3283000,0.014779781,0.014779781,0.970440437
36027,2019-12-08 23:40,60,100203,200694,(무)[보루네오] 피올레 천연소가죽 소파 6인용,furniture,1249000,10259000,12,8,23,40,6,342,4,3,8.213771017,48.88,36.16,35.681659,3,50000,3418000,6791000,0.004873769,0.333170874,0.661955356
36040,2019-12-09 0:40,60,100118,200320,미바 이온칼슘 파운데이션 더블쿠션 RX,beauty,69900,73735000,12,8,24,40,6,343,4,3,1054.864092,49.4,36.4,35.681659,3,18347000,23913000,31475000,0.24882349,0.324310029,0.426866481
36043,2019-12-09 1:40,17.16666667,100711,202080,아미니 비노테라 오일 워시(구성1),beauty,79000,5918000,12,8,25,40,6,343,4,3,74.91139241,51.52,38.72,35.681659,1,5918000,0,0,1,0,0
36044,2019-12-09 1:40,17.16666667,100711,202081,아미니 비노테라 오일 워시(구성2),beauty,59900,944000,12,8,25,40,6,343,4,3,15.75959933,51.52,38.72,35.681659,1,944000,0,0,1,0,0
36045,2019-12-09 6:20,60,100458,201417,크리스티나앤코 리버시블 패딩,clothes,59000,92042000,12,9,6,20,0,343,4,3,1560.033898,53.28,42.08,42.569024,3,15126000,29148000,47768000,0.16433802,0.316681515,0.518980465
36048,2019-12-09 7:20,60,100732,202131,월드컵 남성 방한 트레킹화 + 패딩슈즈 2종,goods,39800,79521000,12,9,7,20,0,343,4,3,1998.015075,58.36,46.44,42.569024,3,14030000,29150000,36341000,0.176431383,0.366569837,0.45699878
36049,2019-12-09 7:20,60,100732,202140,월드컵 여성 방한 트레킹화 + 패딩슈즈 2종,goods,39800,58393000,12,9,7,20,0,343,4,3,1467.160804,58.36,46.44,42.569024,3,11174000,19543000,27676000,0.191358553,0.334680527,0.47396092
36054,2019-12-09 8:20,60,100613,201897,푸마 웜셀 퍼치마레깅스 3종,underwear,59000,77401000,12,9,8,20,0,343,4,3,1311.881356,61.2,45.8,42.569024,3,18588000,27385000,31428000,0.240151936,0.353806798,0.406041266
36055,2019-12-09 8:20,60,100613,201874,푸마 드라이셀 쉐이핑 레깅스 3종,underwear,59000,9024000,12,9,8,20,0,343,4,3,152.9491525,61.2,45.8,42.569024,3,1542000,3750000,3732000,0.17087766,0.415558511,0.41356383
36060,2019-12-09 9:20,60,100637,201955,영산포숙성홍어회7팩,food,29900,127308000,12,9,9,20,0,343,4,3,4257.792642,66.72,50.76,42.569024,3,32873000,46826000,47609000,0.258216294,0.367816634,0.373967072
36063,2019-12-09 10:20,60,100202,200685,임성근의 녹용도가니탕 풀세트,food,55900,175368000,12,9,10,20,0,343,4,3,3137.173524,66.56,48.04,42.569024,3,39545000,57702000,78121000,0.22549724,0.329033803,0.445468957
36066,2019-12-09 11:20,60,100372,201182,(퀸+퀸)일월 품안애 온수매트,necessaries,248000,37105000,12,9,11,20,0,343,4,3,149.6169355,66.28,47.8,42.569024,3,3568000,18360000,15177000,0.096159547,0.49481202,0.409028433
36067,2019-12-09 11:20,60,100372,201180,(퀸+싱글)일월 품안애 온수매트,necessaries,218000,42161000,12,9,11,20,0,343,4,3,193.3990826,66.28,47.8,42.569024,3,7801000,12895000,21465000,0.185028818,0.305851379,0.509119803
36068,2019-12-09 11:20,60,100372,201169,(싱글+싱글)일월 품안애 온수매트,necessaries,198000,22398000,12,9,11,20,0,343,4,3,113.1212121,66.28,47.8,42.569024,3,6334000,6962000,9102000,0.282793107,0.310831324,0.406375569
36069,2019-12-09 11:20,60,100372,201187,(킹사이즈)일월 품안애 온수매트,necessaries,168000,13362000,12,9,11,20,0,343,4,3,79.53571429,66.28,47.8,42.569024,3,3673000,6069000,3620000,0.274883999,0.454198473,0.270917527
36070,2019-12-09 11:20,60,100372,201184,(퀸사이즈)일월 품안애 온수매트,necessaries,148000,22316000,12,9,11,20,0,343,4,3,150.7837838,66.28,47.8,42.569024,3,3756000,11112000,7448000,0.168309733,0.497938699,0.333751568
36071,2019-12-09 11:20,60,100372,201172,(싱글사이즈)일월 품안애 온수매트,necessaries,118000,15958000,12,9,11,20,0,343,4,3,135.2372881,66.28,47.8,42.569024,3,4175000,5884000,5899000,0.261624264,0.368717884,0.369657852
36085,2019-12-09 13:20,60,100724,202115,IH 옛 가마솥 세트,kitchen,62000,99857000,12,9,13,20,0,343,4,3,1610.596774,64.32,45.56,42.569024,3,21394000,32989000,45474000,0.214246372,0.330362418,0.455391209
36088,2019-12-09 14:20,40,100332,201040,실크테라피 오리지널 에센스 패키지,beauty,69900,81210000,12,9,14,20,0,343,4,3,1161.802575,62.96,44.2,42.569024,2,26518000,54692000,0,0.326536141,0.673463859,0
36090,2019-12-09 15:00,80,100255,200869,한일 대용량 스텐 분쇄믹서기,kitchen,109800,198767000,12,9,15,0,0,343,4,3,1810.264117,65.32,45.12,42.569024,4,21715000,50050000,71571000,0.109248517,0.251802362,0.360074862
36094,2019-12-09 16:20,60,100827,202431,국내산 손질 새꼬막  13팩,food,49900,124414000,12,9,16,20,0,343,4,3,2493.266533,65.68,44.56,42.569024,3,24437000,42488000,57489000,0.196416802,0.341504975,0.462078223
36097,2019-12-09 17:20,60,100010,200014,AAB의 소곱창전골 800g x 8팩,food,55900,132121000,12,9,17,20,0,343,4,3,2363.52415,67,44.72,42.569024,3,34588000,46355000,51178000,0.261790329,0.350852628,0.387357044
36100,2019-12-09 18:20,60,100253,200864,안동간고등어 20팩,food,30900,180041000,12,9,18,20,0,343,4,3,5826.569579,65.88,44.36,42.569024,3,61034000,57647000,61360000,0.339000561,0.320188179,0.34081126
36103,2019-12-09 19:20,60,100448,201383,무이자쿠첸압력밥솥 10인용,kitchen,178000,39515000,12,9,19,20,0,343,4,3,221.994382,67.12,46.24,42.569024,3,9102000,15518000,14895000,0.230342908,0.392711628,0.376945464
36104,2019-12-09 19:20,60,100448,201390,일시불쿠첸압력밥솥 10인용,kitchen,168000,66357000,12,9,19,20,0,343,4,3,394.9821429,67.12,46.24,42.569024,3,7330000,25562000,33465000,0.110463101,0.385219344,0.504317555
36105,2019-12-09 19:20,60,100448,201384,무이자쿠첸압력밥솥 6인용,kitchen,158000,15095000,12,9,19,20,0,343,4,3,95.53797468,67.12,46.24,42.569024,3,3484000,5192000,6419000,0.230804902,0.343954952,0.425240146
36106,2019-12-09 19:20,60,100448,201391,일시불쿠첸압력밥솥 6인용,kitchen,148000,42930000,12,9,19,20,0,343,4,3,290.0675676,67.12,46.24,42.569024,3,8689000,11227000,23014000,0.202399255,0.261518751,0.536081994
36115,2019-12-09 20:20,60,100150,200427,LG전자 통돌이 세탁기 TR14WK1(화이트),electronics,489000,267724000,12,9,20,20,0,343,4,3,547.4928425,67.12,46.72,42.569024,3,46415000,89038000,132271000,0.173368843,0.332573845,0.494057313
36118,2019-12-09 21:20,60,100148,200411,LG 울트라HD TV 55UM7900BNA,electronics,1200000,62857000,12,9,21,20,0,343,4,3,52.38083333,67.88,48.76,42.569024,3,9172000,17988000,35697000,0.145918513,0.286173378,0.567908109
36119,2019-12-09 21:20,60,100148,200412,LG 울트라HD TV 65UM7900BNA,electronics,1700000,161973000,12,9,21,20,0,343,4,3,95.27823529,67.88,48.76,42.569024,3,17147000,76592000,68234000,0.105863323,0.472868935,0.421267742
36120,2019-12-09 21:20,60,100148,200413,LG 울트라HD TV 75UM7900BNA,electronics,2840000,56894000,12,9,21,20,0,343,4,3,20.03309859,67.88,48.76,42.569024,3,7261000,28435000,21198000,0.127623299,0.499789081,0.372587619
36127,2019-12-09 22:20,60,100373,201196,(일)장수흙침대 싱글,furniture,1120000,21153000,12,9,22,20,0,343,4,3,18.88660714,63,44.96,42.569024,3,4795000,2423000,13935000,0.226681795,0.1145464,0.658771805
36128,2019-12-09 22:20,60,100373,201191,(무)장수흙침대 싱글,furniture,1290000,8361000,12,9,22,20,0,343,4,3,6.481395349,63,44.96,42.569024,3,50000,2787000,5524000,0.005980146,0.333333333,0.660686521
36129,2019-12-09 22:20,60,100373,201197,(일)장수흙침대 퀸,furniture,1320000,66613000,12,9,22,20,0,343,4,3,50.46439394,63,44.96,42.569024,3,50000,22353000,44210000,0.000750604,0.33556513,0.663684266
36130,2019-12-09 22:20,60,100373,201192,(무)장수흙침대 퀸,furniture,1490000,50800000,12,9,22,20,0,343,4,3,34.09395973,63,44.96,42.569024,3,6382000,12714000,31704000,0.125629921,0.250275591,0.624094488
36131,2019-12-09 22:20,60,100373,201193,(일)장수 클래식 흙카우치,furniture,1520000,3409000,12,9,22,20,0,343,4,3,2.242763158,63,44.96,42.569024,3,50000,3309000,50000,0.014667058,0.970665884,0.014667058
36132,2019-12-09 22:20,60,100373,201188,(무)장수 클래식 흙카우치,furniture,1690000,7369000,12,9,22,20,0,343,4,3,4.36035503,63,44.96,42.569024,3,50000,3645000,3674000,0.006785181,0.494639707,0.498575112
36145,2019-12-09 23:20,60,100043,200118,알렉스하운드 양모 퀼팅 패딩 자켓,clothes,29900,7220000,12,9,23,20,0,343,4,3,241.4715719,59.6,42.36,42.569024,3,1332000,3304000,2584000,0.184487535,0.457617729,0.357894737
36146,2019-12-09 23:20,60,100043,200120,알렉스하운드 양모 퀼팅 패딩 팬츠,clothes,29900,5403000,12,9,23,20,0,343,4,3,180.7023411,59.6,42.36,42.569024,3,918000,2114000,2371000,0.169905608,0.391264113,0.438830279
36147,2019-12-09 23:20,60,100043,200116,알렉스하운드 양모 퀼팅 패딩 세트,clothes,49800,47791000,12,9,23,20,0,343,4,3,959.6586345,59.6,42.36,42.569024,3,8060000,21057000,18674000,0.168651001,0.440605972,0.390743027
36157,2019-12-10 1:20,57.16666667,100034,200055,레노마 여성 양가죽/양모 장갑 2종,goods,69000,27373000,12,9,25,20,0,344,4,3,396.7101449,52.56,38.16,42.569024,3,8050000,11569000,7754000,0.294085413,0.42264275,0.283271837
36158,2019-12-10 1:20,57.16666667,100034,200054,레노마 남성 양가죽 장갑 2종,goods,69000,9824000,12,9,25,20,0,344,4,3,142.3768116,52.56,38.16,42.569024,3,3334000,2624000,3866000,0.339372964,0.267100977,0.393526059
36163,2019-12-10 6:20,60,100311,200996,파격가 굿프렌드  스트레칭 안마 매트 GOOD-A7,necessaries,209000,61183000,12,10,6,20,1,344,4,3,292.7416268,48.16,36.92,47.691737,3,20894000,9710000,30579000,0.34150009,0.158704215,0.499795695
36166,2019-12-10 7:20,60,100351,201122,마르엘라로사티 기모본딩팬츠,clothes,69900,78025000,12,10,7,20,1,344,4,3,1116.237482,50.12,40.08,47.691737,3,15009000,29357000,33659000,0.192361423,0.376251202,0.431387376
36169,2019-12-10 8:20,60,100238,200810,초특가  국내제조 센스하우스 실크단열벽지 30M,necessaries,99800,57627000,12,10,8,20,1,344,4,3,577.4248497,55.24,41.36,47.691737,3,10085000,18377000,29165000,0.175004772,0.318895657,0.506099571
36170,2019-12-10 8:20,60,100238,200809,초특가  국내제조 센스하우스 실크단열벽지 20M,necessaries,69800,19200000,12,10,8,20,1,344,4,3,275.0716332,55.24,41.36,47.691737,3,3833000,7063000,8304000,0.199635417,0.367864583,0.4325
36171,2019-12-10 8:20,60,100238,200811,초특가  국내제조 센스하우스 실크단열벽지10M,necessaries,49800,8786000,12,10,8,20,1,344,4,3,176.4257028,55.24,41.36,47.691737,3,2152000,2558000,4076000,0.244935124,0.291145003,0.463919873
36178,2019-12-10 9:20,60,100766,202239,참존 탑뉴스 지이링클 기초세트,beauty,59000,149962000,12,10,9,20,1,344,4,3,2541.728814,64.16,45.92,47.691737,3,37005000,55788000,57169000,0.246762513,0.372014244,0.381223243
36181,2019-12-10 10:20,60,100129,200340,뱅뱅 남성 본딩기모데님3종,clothes,99000,72701000,12,10,10,20,1,344,4,3,734.3535354,74.68,53.32,47.691737,3,16941000,23492000,32268000,0.23302293,0.323131731,0.443845339
36182,2019-12-10 10:20,60,100129,200351,뱅뱅 여성 본딩기모데님3종,clothes,99000,44512000,12,10,10,20,1,344,4,3,449.6161616,74.68,53.32,47.691737,3,9734000,15706000,19072000,0.218682602,0.35284867,0.428468728
36187,2019-12-10 11:20,60,100498,201500,하림 치킨스테이크 4봉,food,34900,40457000,12,10,11,20,1,344,4,3,1159.226361,93.96,69.68,47.691737,3,10342000,15851000,14264000,0.255629434,0.3917987,0.352571866
36190,2019-12-10 12:20,60,100734,202151, 메디아글램 카이만엠보 소가죽 체인숄더백 (+클러치백+폼폼이),goods,59000,43441000,12,10,12,20,1,344,4,3,736.2881356,111.12,82.96,47.691737,3,3923000,15451000,24067000,0.090306393,0.355677816,0.554015792
36191,2019-12-10 12:20,60,100734,202153, 메디아글램 카이만엠보 소가죽 토트백 (+클러치백+폼폼이),goods,79000,44036000,12,10,12,20,1,344,4,3,557.4177215,111.12,82.96,47.691737,3,6065000,17061000,20910000,0.137728222,0.387433009,0.474838768
36196,2019-12-10 13:20,60,100302,200967,[완벽더블]오모떼 모달 웜 이너웨어 3세트+3세트,underwear,49000,110229000,12,10,13,20,1,344,4,3,2249.571429,132.32,98,47.691737,3,26730000,33134000,50365000,0.242495169,0.300592403,0.456912428
36199,2019-12-10 14:20,60,100477,201449,파뷔에 스페셜 디너세트,kitchen,129000,86107000,12,10,14,20,1,344,4,3,667.496124,144.96,106.72,47.691737,3,20771000,25539000,39797000,0.241223129,0.296596096,0.462180775
36202,2019-12-10 15:20,40,100703,202068,국내산 자숙찰골뱅이 7팩,food,43900,28335000,12,10,15,20,1,344,4,3,645.4441913,142.44,108.08,47.691737,2,9103000,19232000,0,0.321263455,0.678736545,0
36204,2019-12-10 16:00,80,100074,200199,비버리힐스폴로클럽 남성기초세트(골드+콜라겐),beauty,39800,193047000,12,10,16,0,1,344,4,3,4850.427136,147.84,106.68,47.691737,4,45995000,43061000,62964000,0.238258041,0.223059669,0.326158915
36208,2019-12-10 17:20,60,100511,201573,국내산 손질 통오징어 21미,food,43900,146086000,12,10,17,20,1,344,4,3,3327.699317,149.32,106.64,47.691737,3,37568000,47018000,61500000,0.257163589,0.321851512,0.420984899
36211,2019-12-10 18:20,60,100483,201460,무이자 클란츠 멀티쿡,kitchen,64800,32938000,12,10,18,20,1,344,4,3,508.3024691,142.12,99.72,47.691737,3,7077000,11516000,14345000,0.214858218,0.349626571,0.43551521
36212,2019-12-10 18:20,60,100483,201461,일시불 클란츠 멀티쿡,kitchen,60800,60676000,12,10,18,20,1,344,4,3,997.9605263,142.12,99.72,47.691737,3,14502000,19588000,26586000,0.239007186,0.322829455,0.438163359
36217,2019-12-10 19:20,60,100610,201883,푸마 스트레치 심리스 드로즈 11종,underwear,89000,120972000,12,10,19,20,1,344,4,3,1359.235955,141.44,99.52,47.691737,3,26317000,42366000,52289000,0.217546209,0.350213272,0.432240518
36218,2019-12-10 19:20,60,100610,201884,푸마 시그니처 코튼 트렁크 9종,underwear,89000,25183000,12,10,19,20,1,344,4,3,282.9550562,141.44,99.52,47.691737,3,5796000,9597000,9790000,0.230155263,0.381090418,0.388754318
36219,2019-12-10 19:20,60,100610,201906,푸마 코튼 언더탑 9종,underwear,89000,4911000,12,10,19,20,1,344,4,3,55.17977528,141.44,99.52,47.691737,3,50000,2248000,2613000,0.010181226,0.457747913,0.532070861
36226,2019-12-10 20:20,60,100091,200249,(1등급)221L_딤채김치냉장고(LDL22DHWJJ),electronics,899000,214175000,12,10,20,20,1,344,4,3,238.2369299,134.4,94.16,47.691737,3,47938000,82966000,83271000,0.22382631,0.38737481,0.388798879
36229,2019-12-10 21:20,60,100372,201182,(퀸+퀸)일월 품안애 온수매트,necessaries,248000,64215000,12,10,21,20,1,344,4,3,258.9314516,129.12,95.04,47.691737,3,11553000,17602000,35060000,0.179911236,0.27411041,0.545978354
36230,2019-12-10 21:20,60,100372,201180,(퀸+싱글)일월 품안애 온수매트,necessaries,218000,62894000,12,10,21,20,1,344,4,3,288.5045872,129.12,95.04,47.691737,3,8442000,25440000,29012000,0.13422584,0.404490094,0.461284065
36231,2019-12-10 21:20,60,100372,201169,(싱글+싱글)일월 품안애 온수매트,necessaries,198000,33545000,12,10,21,20,1,344,4,3,169.4191919,129.12,95.04,47.691737,3,5011000,12525000,16009000,0.149381428,0.373379043,0.477239529
36232,2019-12-10 21:20,60,100372,201187,(킹사이즈)일월 품안애 온수매트,necessaries,168000,23686000,12,10,21,20,1,344,4,3,140.9880952,129.12,95.04,47.691737,3,4270000,7293000,12123000,0.180275268,0.307903403,0.511821329
36233,2019-12-10 21:20,60,100372,201184,(퀸사이즈)일월 품안애 온수매트,necessaries,148000,28273000,12,10,21,20,1,344,4,3,191.0337838,129.12,95.04,47.691737,3,5364000,12213000,10696000,0.189721643,0.431966894,0.378311463
36234,2019-12-10 21:20,60,100372,201172,(싱글사이즈)일월 품안애 온수매트,necessaries,118000,23567000,12,10,21,20,1,344,4,3,199.720339,129.12,95.04,47.691737,3,4239000,8884000,10444000,0.179870157,0.376967794,0.443162049
36247,2019-12-10 22:20,60,100575,201778,초특가 무이자 삼성 UHD TVUN75RU7150FXKR,electronics,2660000,36116000,12,10,22,20,1,344,4,3,13.57744361,128.88,91.4,47.691737,3,50000,7243000,28823000,0.001384428,0.200548233,0.798067339
36248,2019-12-10 22:20,60,100575,201781,초특가 일시불 삼성 UHD TVUN75RU7150FXKR,electronics,2500000,13668000,12,10,22,20,1,344,4,3,5.4672,128.88,91.4,47.691737,3,50000,13568000,50000,0.00365818,0.992683641,0.00365818
36249,2019-12-10 22:20,60,100575,201776,초특가 무이자 삼성 UHD TV UN65RU7150FXKR,electronics,1620000,48277000,12,10,22,20,1,344,4,3,29.80061728,128.88,91.4,47.691737,3,4420000,17531000,26326000,0.091554985,0.363133583,0.545311432
36250,2019-12-10 22:20,60,100575,201779,초특가 일시불 삼성 UHD TV UN65RU7150FXKR,electronics,1530000,20834000,12,10,22,20,1,344,4,3,13.61699346,128.88,91.4,47.691737,3,4176000,12455000,4203000,0.200441586,0.59782087,0.201737544
36251,2019-12-10 22:20,60,100575,201777,초특가 무이자 삼성 UHD TVUN55RU7150FXKR,electronics,1110000,15080000,12,10,22,20,1,344,4,3,13.58558559,128.88,91.4,47.691737,3,50000,9008000,6022000,0.00331565,0.59734748,0.39933687
36252,2019-12-10 22:20,60,100575,201780,초특가 일시불 삼성 UHD TVUN55RU7150FXKR,electronics,1050000,22758000,12,10,22,20,1,344,4,3,21.67428571,128.88,91.4,47.691737,3,5723000,5696000,11339000,0.25147201,0.250285614,0.498242376
